,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Villabruna,0.121791,0.114755,0.18592,0.184111,0.156337,0.060798,0.020211,0.035998,0.092649,0.018041,-0.016401,-0.016186,0.016947,-0.010046,0.054017,0.067356,0.000782,0.005448,-0.008422,0.053526,0.100073,0.010881,-0.048313,-0.163517,0.01928
Vinca_MN,0.117807,0.174671,0.013953,-0.082688,0.060319,-0.038069,0.00094,0.001846,0.047756,0.078362,0.010312,0.010416,-0.016947,-0.001307,-0.034812,-0.01538,0.018123,0.003231,0.013638,-0.005878,-0.009858,0.007976,-0.003451,-0.002952,-0.006766
Vizayan,0.013659,-0.405196,-0.061848,-0.033592,0.126177,0.036814,-0.006345,-0.011307,-0.011658,-0.018406,0.048554,0.005095,-0.002527,0.001651,0.008279,0.001591,-0.008214,0.004941,0.005908,-0.010505,-0.003868,-0.027575,-0.005793,-0.001687,-0.049936
Vucedol,0.119514,0.148267,0.015839,-0.01615,0.032621,-0.010877,-0.00329,-0.001385,0.006954,0.014943,0.004547,0.011989,-0.023042,-0.009909,-0.002307,-0.008751,0.001434,-0.003547,0.006536,0.003252,0.000499,-0.001855,0.003204,-0.001566,-0.017364
Vucedol_no_steppe,0.129758,0.178733,0.017725,-0.093347,0.062165,-0.043786,-0.00141,0.007384,0.030474,0.087838,-0.004709,0.018284,-0.029137,-0.003165,-0.029994,-0.006497,0.007171,0.007728,0.008422,-0.01013,-0.015223,0.01694,-0.013064,-0.018195,-0.005029
Wales_CA_EBA,0.126344,0.139128,0.067505,0.053618,0.036622,0.020917,0.002115,0.007615,-0.005318,-0.013485,-0.009581,0.01124,-0.00669,-0.009358,0.020087,0.010342,-0.014212,0.006461,-0.001634,0.000625,0.013476,0.005317,0.004807,0.013014,0.001796
Wales_N,0.12236,0.167562,0.049403,-0.042152,0.082939,-0.020777,-0.003995,-0.000808,0.058392,0.085013,-0.002111,0.01094,-0.031665,-0.006331,-0.010993,-0.00716,0.006584,0.002217,-0.002388,-0.004752,0.014911,0.006677,-0.016207,-0.040909,-0.001916
Welsh,0.13507,0.137435,0.063985,0.048989,0.038982,0.0185,0.001097,0.003538,0.006681,0.001276,-0.00406,0.004846,-0.012537,-0.012891,0.019951,0.008044,-0.006432,-0.000296,-0.000587,0.005544,0.001872,0.002803,0.001931,0.01209,0.006546
West_Siberia_N,0.105855,-0.060424,0.097486,0.199292,-0.082631,0.045738,-0.041949,-0.04719,-0.03344,-0.09212,0.019487,-0.010641,0.027354,-0.071908,0.025923,0.01664,-0.01356,-0.006588,-0.000377,0.003252,-0.030134,0.010943,0.024095,0.007471,-0.010119
West_Siberia_N_low_res,0.102441,-0.082258,0.112005,0.145351,-0.114175,0.028447,-0.036897,-0.05469,-0.008181,-0.068521,0.033939,-0.017385,0.019623,-0.062343,0.044652,0.032484,-0.015646,-0.011655,-0.00352,0.015132,-0.01722,0.007666,0.045109,0.00976,-0.020238
Wezmeh_Cave_N,0.037562,0.072103,-0.165556,-0.016473,-0.11756,0.01506,0.017861,-0.003231,-0.071583,-0.046835,0.003085,-0.003147,0.00669,0.000688,0.022122,0.053036,-0.011735,0.001014,0.014581,-0.035267,0.009358,-0.023741,-0.006655,-0.032896,0.019998
WHG,0.124636,0.116278,0.184789,0.189279,0.154644,0.046435,0.013161,0.037268,0.08907,0.017768,-0.015346,-0.015811,0.015907,-0.003028,0.053338,0.058207,0.00502,0.016343,-0.009302,0.055589,0.094458,0.011191,-0.049607,-0.160866,0.017004
Wichi,0.053497,-0.316845,0.122439,0.100992,-0.12033,-0.017477,-0.310919,-0.367062,-0.01159,-0.017373,0.000758,-0.003147,0.000149,0.030048,-0.00751,0.004154,0.008649,-0.002238,0.005112,0.002668,-0.001581,0.008697,-0.001397,-0.001486,-0.000958
Wusun,0.096465,0.011932,0.015179,0.052165,-0.044547,0.016943,0.000411,-0.005769,-0.028122,-0.032529,-0.00272,-0.004046,0.006764,-0.015517,0.017304,0.014054,-0.004042,-0.000127,-0.000723,0.000281,-0.01357,0.002349,0.00758,-0.002109,-0.001467
Xibo,0.028456,-0.433377,0.037146,-0.05491,0.004462,-0.006693,0.011986,0.011942,-0.005318,0.006242,-0.058338,-0.005695,0.008102,-0.002649,-0.005123,-0.001492,0.006128,-0.00171,0.000346,0.003064,0.002215,-0.003617,-0.004468,0.002229,-0.002185
Xiong_Nu,0.018591,-0.420429,0.022502,-0.056525,0.032314,0.008738,0.009322,0.006307,-0.006204,0.004434,-0.063819,-0.006544,0.008672,-0.009267,0.000452,-0.000619,0.001608,0.00511,-0.003603,-0.005586,0.005698,0.006512,0.005834,-0.005061,-0.002874
Xiong_Nu_WE,0.063172,-0.145728,0.034129,0.045543,-0.048009,0.009761,-0.00282,0.002884,-0.02035,-0.019773,-0.013965,-0.008243,-0.001635,-0.014175,0.015608,0.00484,-0.010887,0.001457,-0.000126,-0.002876,-0.01566,0.009398,0.007826,0.00235,0.007245
Yadava,0.038131,-0.091905,-0.17159,0.115312,-0.071398,0.058009,-0.00329,0.015461,0.045404,0.032529,-0.004141,0.000974,-0.005054,0.005367,-0.001832,-0.012132,0.004433,-0.003674,-0.004274,0.007316,0.003244,-0.004142,0.00228,0.003916,-0.00461
Yakut,0.044732,-0.37534,0.105971,-0.022836,-0.105127,-0.063085,0.029,0.037014,0.021148,0.020629,0.027525,0.009487,-0.021704,0.063568,0.035409,0.021864,0.007328,-0.015076,-0.037999,-0.030164,-0.002907,0.03513,0.006532,-0.000964,-0.013783
Yamnaya_Bulgaria,0.113823,0.123895,0.034318,0.040375,0.003693,0.012829,0.003055,0.001615,-0.02127,-0.014579,0.005846,0.003897,-0.014271,0.00867,0.011401,-0.013524,-0.005998,0.000253,-0.000628,-0.004752,0.004742,0.005441,-0.002588,-0.000482,0.001197
Yamnaya_Kalmykia,0.116859,0.094782,0.042615,0.110682,-0.028108,0.04453,0.003917,-0.004923,-0.051404,-0.074413,-0.000271,-0.00055,-0.001784,-0.022662,0.032754,0.01401,-0.004042,-0.003378,0.003184,0.009796,-0.001747,0.00371,0.0129,0.019561,-0.003313
Yamnaya_Karagash,0.122929,0.085304,0.038843,0.108206,-0.021235,0.049921,-0.001645,-0.010153,-0.056449,-0.070708,-0.005684,0.003147,-0.002825,-0.027112,0.037459,0.018297,0.004694,-0.003421,-0.009679,0.007879,-0.00861,-0.004328,0.012202,0.029161,-0.010897
Yamnaya_Samara,0.125368,0.087626,0.043638,0.116234,-0.029808,0.046535,0.00376,-0.001747,-0.056303,-0.073597,0.000858,-0.000343,-0.001189,-0.025971,0.035888,0.016005,-0.000317,-0.000706,-0.003933,0.014436,-0.0023,-0.00083,0.010652,0.017851,-0.003165
Yamnaya_Ukraine,0.119514,0.088351,0.044123,0.110144,-0.032006,0.038487,0.00799,0.002308,-0.05788,-0.076721,-0.002761,-0.002398,0.000743,-0.021056,0.033387,0.01485,0.004955,-0.008235,-0.002263,0.015007,0.002121,0.003462,0.002958,0.023256,0.002874
Yamnaya_Ukraine_o,0.1161,0.099522,0.000754,0.043605,-0.028005,0.016176,0.00611,0.001615,-0.04745,-0.039181,-0.00065,0.005395,-0.003419,-0.008395,0.020765,0.01432,0.009388,-0.003167,-0.002011,0.00988,-0.005865,0.004946,-0.003204,0.005061,0.002754
Yemenite_Al_Bayda,0.0387,0.13862,-0.062665,-0.107398,-0.010156,-0.04848,-0.013161,-0.010153,0.054131,-0.005983,0.010961,-0.028799,0.050916,0.004106,0.006379,0.024198,-0.018471,0.007158,0.000838,0.017925,0.009774,0.016178,-0.007436,0.001125,-0.003752
Yemenite_Al_Jawf,0.049228,0.141412,-0.063073,-0.115554,-0.010694,-0.047342,-0.0094,-0.007154,0.058136,-0.002597,0.012869,-0.031435,0.057309,0.003888,0.0038,0.01959,-0.02047,0.003991,0.003174,0.022136,0.0107,0.014715,-0.013064,0.008555,-0.008562
Yemenite_Amran,0.045855,0.135428,-0.061525,-0.101445,-0.01486,-0.042152,-0.008729,-0.007763,0.04501,-0.004256,0.01175,-0.022962,0.04651,0.005259,0.003994,0.017256,-0.014137,0.004253,0.001832,0.015704,0.006925,0.009521,-0.00633,0.004174,-0.004781
Yemenite_Dhamar,0.035538,0.141159,-0.058537,-0.110574,-0.009574,-0.047225,-0.013735,-0.008025,0.049245,-0.007856,0.013785,-0.026393,0.049273,0.005948,0.003484,0.015248,-0.016211,0.004575,0.000656,0.017036,0.010107,0.011417,-0.006957,0.004231,-0.00306
Yemenite_Jew,0.051726,0.145333,-0.064236,-0.114378,-0.011045,-0.046699,-0.01337,-0.008794,0.04904,-0.006135,0.0118,-0.026243,0.05403,0.003181,0.003589,0.017487,-0.022846,0.003561,0.006117,0.025109,0.012728,0.016006,-0.006573,0.005583,-0.007052
Yemenite_Ma'rib,0.044846,0.143799,-0.061244,-0.117056,-0.009232,-0.047913,-0.011045,-0.004569,0.053626,-0.007581,0.014712,-0.027126,0.051437,0.005587,0.000489,0.020154,-0.021383,0.00451,0.002589,0.018309,0.01143,0.013132,-0.006729,0.004651,-0.005485
Yemenite_Mahra,0.054256,0.136081,-0.068259,-0.121197,-0.003727,-0.056305,-0.01303,-0.00882,0.06288,-0.002045,0.016798,-0.032571,0.065741,0.005841,0.008053,0.027078,-0.021064,0.002872,-0.001913,0.024831,0.013726,0.016089,-0.008737,0.002785,-0.005229
Yi,0.019919,-0.439216,-0.006977,-0.049742,0.055164,0.018686,0.002409,0.001269,-0.0068,0.005558,-0.062682,-0.006182,0.011447,-0.005195,-0.008958,-0.00474,0.004303,-0.001362,-0.008045,0.003877,0.002589,0.022505,0.008011,0.003675,0.027483
Yoruba,-0.630062,0.062501,0.022113,0.016708,0.000503,0.012474,-0.044417,0.047767,-0.048881,0.032769,0.004621,0.00079,0.023056,0.000951,0.012523,-0.009607,0.007076,0.000449,0.006022,-0.00299,0.001554,0.002316,-0.001759,-0.000471,-0.000425
Yukagir_Forest,0.085823,-0.138721,0.101068,0.02991,-0.043147,-0.020917,0.012785,0.023168,0.01538,-0.004447,0.030432,-0.000779,0.006363,0.007817,-0.013029,-0.003474,-0.00013,0.003902,0.009578,0.004677,0.020389,-0.018597,0.005743,0.003398,0.010993
Yukagir_Tundra,0.040407,-0.404906,0.128571,-0.001638,-0.130794,-0.07291,0.004348,0.011159,0.02241,0.01083,0.052915,0.005267,-0.005193,-0.000531,-0.016354,-0.008789,0.003288,0.010913,0.021225,0.006128,0.040126,-0.039922,0.009173,0.013995,0.019408
Yusufzai,0.079849,0.01951,-0.089515,0.059246,-0.065243,0.037346,0.003675,0.002811,-0.013951,-0.012304,-0.004946,0.000182,-0.001027,-0.009041,0.010479,0.013629,-0.000956,0.000461,0.001417,-0.008845,-0.003263,-0.005962,0.002342,-0.003516,0.003651
Zapotec,0.054635,-0.29813,0.111574,0.091179,-0.1038,-0.015698,-0.268651,-0.324745,-0.008152,-0.015022,-0.00399,-0.004111,0.002655,0.018618,-0.006185,0.000568,0.003446,-0.001774,0.003645,-0.000411,-0.002656,0.005158,0.000651,-0.000551,-0.001043
Zarafshan_IA,0.095611,0.08632,-0.016593,0.047481,-0.037238,0.022311,0.00094,-0.008307,-0.045609,-0.037541,-0.005034,-0.00015,-0.000297,-0.016515,0.024837,0.01896,-0.011995,-0.001647,0.001885,-0.008129,0.000749,0.004822,0.000616,0.013014,0.006706
Zevakinskiy_BA,0.127482,0.084289,0.061471,0.080104,-0.010156,0.029005,0.00047,-0.000231,-0.01268,-0.028064,-0.006496,-0.001798,0.006987,-0.0278,0.017236,0.00411,-0.007041,-0.002787,0.001508,-0.007754,-0.010232,0.002226,0.006039,0.010845,-0.007305
Zevakinskiy_LBA,0.105286,-0.005416,0.052294,0.082957,-0.036109,0.018779,-0.005366,-0.005884,-0.020759,-0.038087,0.001461,-0.000749,0.005054,-0.032823,0.018548,0.012198,-0.003542,-2.1e-05,0.004253,0.002876,-0.015057,0.007419,0.0076,0.003856,-0.007883
Zevakinskiy_MLBA,0.10927,0.019295,0.053551,0.076228,-0.035699,0.023985,-0.00517,-0.006231,-0.024134,-0.038087,0.010555,-0.001499,0.001338,-0.036332,0.019679,0.01485,-0.002217,-0.003041,-0.007668,-0.002126,-0.00861,0.012242,0.008997,0,-0.008742
